class,t0,hour_mean_w_pergpu,n_gpus,r_1min,r_1min_node,r_5min,r_5min_node,r_15min,r_15min_node
training (SD),2025-09-20 15:10:00,630.7240638768358,4,0.6038527627585748,0.6038749393708073,0.924898033491251,0.9249075811462464,0.9824732225820709,0.9824724699148859
training (SD),2025-09-20 15:20:00,630.5555039914329,4,0.5920109698043929,0.5920322717618717,0.9214320723403779,0.9214368358482524,0.9442156921273419,0.9442266059197325
training (SD),2025-09-20 15:30:00,624.6804342734757,4,0.5975766195039592,0.5976002881123869,0.9167211873957788,0.9167455377942078,0.9530975019843266,0.953106981924754
training (SD),2025-09-20 15:40:00,614.9289142050511,4,0.6070514290531184,0.607077011466594,0.9312589966159323,0.9312832547610471,0.9682135027453773,0.9682213173331158
training (SD),2025-09-20 15:50:00,615.0192895666444,4,0.6069626563388906,0.6069878032005168,0.9311222479475334,0.9311464052957985,0.9680715639099031,0.9680790399230561
training (SD),2025-09-20 16:00:00,615.3417830718736,4,0.6066445145098599,0.6066696879194314,0.9306342736413677,0.9306584022438583,0.967564176664436,0.9675716809048448
training (SD),2025-09-20 16:10:00,616.8506089230084,4,0.6051610100367595,0.6051857647539329,0.9283576923469916,0.9283819978185907,0.9651969129510176,0.9652049860457377
training (SD),2025-09-20 16:20:00,621.5658744854251,4,0.6113984409635344,0.6114184636042151,0.921314844771791,0.9213391921518451,0.9631798563063702,0.9631836594388866
training (SD),2025-09-20 16:30:00,623.5161225869264,4,0.6094875918839057,0.6095060548393548,0.9243137939263377,0.924323255741048,0.9601655319994543,0.9601709913856145
training (SD),2025-09-20 10:40:00,605.7508807086833,4,0.14370299111402585,0.14372557312363143,0.8013496410945804,0.8014327855144734,0.9764936581463919,0.9765167587787589
training (SD),2025-09-20 10:50:00,621.2858757718195,4,0.5621168851352081,0.5622142832386224,0.8827008756324415,0.8826895005103222,0.952056646197441,0.9520993631509379
training (SD),2025-09-20 11:00:00,623.891593430129,4,0.5597690044260261,0.5598661642688919,0.87899584511912,0.879002899115938,0.9480667222883316,0.9481228676360878
training (SD),2025-09-20 11:10:00,626.9102446459365,4,0.6661285693278115,0.6661480375113752,0.8747585634961242,0.874770390247602,0.9802014597163821,0.9802622753220701
training (SD),2025-09-20 11:20:00,624.2118864938533,4,0.5501483854468686,0.5502466616235213,0.9139227315198242,0.9139947784041154,0.94447585030803,0.944537675589505
training (SD),2025-09-20 11:30:00,618.3926764910426,4,0.5157465712149264,0.5158413971520414,0.9046901836549608,0.9047431871468701,0.9533721663077341,0.9534259811900995
training (SD),2025-09-20 11:40:00,612.8830439965504,4,0.5203831184399356,0.520478654703205,0.912828659301667,0.9128765537196657,0.9619488526479161,0.9619969913012678
training (SD),2025-09-20 11:50:00,612.9270095560007,4,0.5203452718838444,0.5204413205102599,0.9127626076963562,0.9128110726301272,0.9618792387709756,0.9619279867782942
training (SD),2025-09-20 12:00:00,612.9446378178379,4,0.5203300898616156,0.5204263526399128,0.9127359084623752,0.9127848202223183,0.9618510650908538,0.9619003217701136
training (SD),2025-09-20 12:10:00,613.7311726895899,4,0.5196629633368951,0.5197593937290005,0.9115573626052779,0.9116150294027247,0.9606091541560686,0.960667586364307
training (SD),2025-09-20 12:20:00,623.3111612696823,4,0.5116778633008728,0.5117709453171723,0.8975376650524167,0.8976039509658665,0.9829287894103893,0.982938396101911
training (SD),2025-09-20 12:30:00,628.8045553515799,4,0.6465651395433426,0.6465914008940422,0.9029294877089608,0.9029993795347613,0.9743346073066453,0.9743512000931336
training (SD),2025-09-20 12:40:00,630.6147113373387,4,0.5981758689416137,0.5982658585090451,0.9306477614415442,0.9307285295104014,0.9539793825238851,0.95404216613404
training (SD),2025-09-20 12:50:00,620.8610208321744,4,0.5647371564663116,0.5648227644522751,0.9217724326901491,0.9218062389785575,0.9539714709456849,0.9539961184146186
training (SD),2025-09-20 13:00:00,615.3775651248818,4,0.5697709716232151,0.5698557406068674,0.9208494520293038,0.9208507190477616,0.9624801523888888,0.9624969084282975
training (SD),2025-09-20 13:10:00,615.3583440229182,4,0.5697885832555427,0.569873540406612,0.9208786046803057,0.9208794823947382,0.9625107737721689,0.9625269726199936
training (SD),2025-09-20 13:20:00,615.6257673137899,4,0.5695411811687422,0.5696259915455218,0.9204782969074017,0.920479459142377,0.9620923867382187,0.9621088580051783
training (SD),2025-09-20 13:30:00,615.8847188612594,4,0.5693009737949386,0.5693864896915672,0.9200862685406894,0.9200924393429581,0.9616829829666332,0.9617043349345699
training (SD),2025-09-20 13:40:00,619.5150519969961,4,0.5659651897669963,0.5660499079024647,0.9146812150023416,0.9147007348803784,0.9560349503237098,0.956068786447668
training (SD),2025-09-20 13:50:00,628.2860601668984,4,0.7086258621810876,0.7086888545880746,0.9019064005638822,0.9019313164143372,0.9815910231135336,0.9816285372267689
training (SD),2025-09-20 14:00:00,630.0878364673157,4,0.6045111315233099,0.6045931292558979,0.9303376243060443,0.9304012749322463,0.9787863538793345,0.9788215079019293
training (SD),2025-09-20 14:10:00,625.6436048122392,4,0.5648370088931002,0.5649177909895313,0.9264297786701666,0.9265046537518102,0.9537955365776627,0.9538558851329179
training (SD),2025-09-20 14:20:00,616.1949989986091,4,0.573499062060912,0.5735801227722319,0.9282468029219472,0.9283109467730591,0.9684316311118837,0.968482112668485
training (SD),2025-09-20 14:30:00,615.3418581441923,4,0.5742945146163031,0.574375363059467,0.9295342330807246,0.9295980036891659,0.9697746638461273,0.9698248649063732
training (SD),2025-09-20 14:40:00,615.5581590163022,4,0.5740927862442432,0.5741735334027102,0.9292073575720304,0.9292713524118424,0.969433511302248,0.9694840783194351
training (SD),2025-09-20 14:50:00,616.3371793841104,4,0.5733670468147596,0.573447805842961,0.9280320571353489,0.9280967983934187,0.9682072705615972,0.968258697361513
training (SD),2025-09-20 15:00:00,619.8837502364394,4,0.5700844304656862,0.5701669112030241,0.9227154705287848,0.9227868333361536,0.9626593606755819,0.962718952091103
training (SD),2025-09-20 15:10:00,624.2437038082787,4,0.5825084165504851,0.5825745783629049,0.9162650331498194,0.9163417418990986,0.9833494459021486,0.9833619522993632
training (SD),2025-09-20 15:20:00,628.6385146183376,4,0.6026073652484929,0.6027115999191051,0.9347019401312281,0.9347927717024038,0.9502448106782305,0.950327126746298
training (SD),2025-09-20 15:30:00,624.2625670171924,4,0.6048291276972748,0.6049183448030478,0.9079961584391016,0.9080658336741527,0.9569127669135847,0.9569887174459597
training (SD),2025-09-20 15:40:00,618.0607876676125,4,0.6108987589428712,0.6109882495338412,0.9171163790339804,0.9171775975130972,0.9532328840877383,0.9532658711457914
training (SD),2025-09-20 15:50:00,613.0022742029712,4,0.6159403344699075,0.6160301432054808,0.9246870479705166,0.9247461750237106,0.9611023450526393,0.9611322501911935
training (SD),2025-09-20 16:00:00,612.8595558785889,4,0.6160839259652462,0.6161735998734301,0.9249031910444337,0.9249615232602068,0.9613272606031484,0.9613560717551086
training (SD),2025-09-20 16:10:00,612.7242763728927,4,0.61621985343068,0.6163096409333786,0.925107340932749,0.9251657396467279,0.9615395674843515,0.9615683234630953
training (SD),2025-09-20 16:20:00,617.803018569521,4,0.6111520642222628,0.6112431752711605,0.9174908549980743,0.9175602761905958,0.9536207808093569,0.9536636071173892
training (SD),2025-09-20 16:30:00,623.3182920051185,4,0.6559698817400572,0.6562067016394709,0.9177911688910079,0.9178218262441664,0.9451719077229592,0.9452253571473603
training (SD),2025-09-20 01:40:00,594.3979033765368,4,0.36538133292287983,0.36537860906465575,0.8980587364225333,0.8980596555542338,0.9814931548946367,0.9814961358595732
training (SD),2025-09-20 01:50:00,604.9355734868714,4,0.35901643743037387,0.3590138994716931,0.8824156411530094,0.8824159129733776,0.9755246906544254,0.975524684922309
training (SD),2025-09-20 02:00:00,612.1297741433021,4,0.3547967587899829,0.35479450329077417,0.8720447168733684,0.8720451102310299,0.9640592074215656,0.9640595992083285
training (SD),2025-09-20 02:10:00,607.9222533238764,4,0.3572527053186189,0.3572500891013802,0.8780807067444557,0.8780806648380772,0.9707324479290107,0.9707319998527498
training (SD),2025-09-20 02:20:00,593.8713205663106,4,0.36570577925653547,0.36570258849941667,0.898856512368526,0.898855960680943,0.9957041169220162,0.9957384315347069
training (SD),2025-09-20 02:30:00,604.9479740348241,4,0.35900973738619424,0.3590065402122738,0.8850701988127115,0.8850724459377012,0.9774729879783517,0.9775063685726177
training (SD),2025-09-20 02:40:00,615.4708930101247,4,0.5598148290779215,0.5598176977023854,0.8855190178151775,0.8855299048769532,0.9614364694994183,0.9614372715547476
training (SD),2025-09-20 02:50:00,612.0813115542946,4,0.5629155600367478,0.5629178539250267,0.8904236595094428,0.8904337888666992,0.9504468156113002,0.950451478038999
training (SD),2025-09-20 03:00:00,603.0582809440365,4,0.5713376422935561,0.5713402986331488,0.9037467103084713,0.9037565664277256,0.9646678388805279,0.9646722474918056
training (SD),2025-09-20 03:10:00,601.280750417223,4,0.5730265305134354,0.5730293179827862,0.9064178087538366,0.9064282882224425,0.9675190269725409,0.9675240506920522
training (SD),2025-09-20 03:20:00,615.3340330162439,4,0.7020703837922865,0.702077976058567,0.8964351498153754,0.8964371909983653,0.9454222498260103,0.9454272899472
training (SD),2025-09-20 03:30:00,612.7815815253672,4,0.704995067637195,0.7050023785385529,0.9001694773091501,0.9001711681830996,0.9493606735382469,0.9493653281789208
training (SD),2025-09-20 03:40:00,603.911398781709,4,0.5863567840374956,0.5863618099404857,0.9133916470401858,0.9133927811191431,0.9485361882016152,0.9485421923042914
training (SD),2025-09-20 03:50:00,601.5104836179562,4,0.5079197762695522,0.5079223102546189,0.917037002261469,0.9170385672498536,0.9523218152244546,0.9523282764956503
training (SD),2025-09-20 04:00:00,610.2480888079212,4,0.500647128928797,0.5006498178116696,0.9109732330986346,0.9109816109553821,0.938686543223471,0.9386927262270481
training (SD),2025-09-20 01:40:00,591.3235243797285,4,0.3840959319865276,0.38410414664967263,0.8967202900531589,0.8967819769420738,0.9812998110225595,0.9812998679219028
training (SD),2025-09-20 01:50:00,601.9860810942367,4,0.3772904081629671,0.37730077963413394,0.8808339661219894,0.8808979075424745,0.9748001855376227,0.9748139739820041
training (SD),2025-09-20 02:00:00,609.2250739916551,4,0.372807408629119,0.3728175799423246,0.8703678788989884,0.8704308175156809,0.9632160274874284,0.9632309454179884
training (SD),2025-09-20 02:10:00,604.7894439777469,4,0.37554294430827506,0.37555188832645975,0.8767530607355672,0.8768147071447883,0.9702841906200603,0.9702954471786679
training (SD),2025-09-20 02:20:00,590.5590860730975,4,0.38459362851758,0.3846013431713403,0.8978821838166154,0.8979427998165963,0.9949660884712669,0.9952448623124495
training (SD),2025-09-20 02:30:00,601.9506415915664,4,0.37731354347706203,0.3773229930035757,0.8842764381602892,0.8842853603621516,0.9761302122757334,0.9764104491228116
training (SD),2025-09-20 02:40:00,612.607696929239,4,0.5594156332374712,0.5594200688594763,0.8848712409670478,0.8848933230152396,0.9594056574919452,0.9594246028124518
training (SD),2025-09-20 02:50:00,609.1807453131953,4,0.5625644892126823,0.5625670913544824,0.8898515158925635,0.8898712981509675,0.9495050910101858,0.949527979357376
training (SD),2025-09-20 03:00:00,600.0079423708071,4,0.5711674028425082,0.5711675059597912,0.9034594518322022,0.9034754748386512,0.9640244496600883,0.9640441756072359
training (SD),2025-09-20 03:10:00,598.4845336142635,4,0.5726182024765705,0.5726213807571525,0.9057554231841655,0.9057752209012265,0.9664746677750733,0.9664980958947759
training (SD),2025-09-20 03:20:00,612.6328877885953,4,0.7028716491582359,0.7029079205698567,0.8960741831493517,0.8960872331346851,0.9441523725983776,0.9441774571532016
training (SD),2025-09-20 03:30:00,610.0204377468707,4,0.7058817884367542,0.7059181669694754,0.8999123314469887,0.899924781821149,0.9481963802373876,0.948220955181638
training (SD),2025-09-20 03:40:00,601.1891526842837,4,0.5868343808838762,0.5868435958822809,0.9131350190299852,0.9131444020482667,0.9488125055495568,0.9488242475069134
training (SD),2025-09-20 03:50:00,598.8054445232533,4,0.5100773139980775,0.5100944713517969,0.9167684200916879,0.9167794220422727,0.9525880000069411,0.9526013008434383
training (SD),2025-09-20 04:00:00,607.7014173574408,4,0.5026100120157125,0.5026273395821407,0.9108966721693443,0.9111960715842097,0.9386398233867054,0.938656434084751
training (SD),2025-09-20 10:40:00,600.4562916156672,4,0.5537628583081409,0.5546843755407693,0.9027897940275783,0.9041719130678144,0.9772476367639267,0.9772640270494103
training (SD),2025-09-20 10:50:00,609.0428494158554,4,0.5459516544438797,0.5468641877559358,0.890049381375461,0.8914244940638645,0.9760528284560871,0.976828747244466
training (SD),2025-09-20 11:00:00,616.0173615438109,4,0.5397693797625633,0.5406726237709699,0.8799672071869781,0.8813318386727503,0.9649966960315428,0.9657691499507822
training (SD),2025-09-20 11:10:00,611.8718216968011,4,0.5434277802475364,0.5443357764551616,0.8859354789569274,0.8873030178088059,0.9702527764876808,0.9710989609544162
training (SD),2025-09-20 11:20:00,598.5299553407511,4,0.5204442782042931,0.5204398166784706,0.9056947253094378,0.9070819414454437,0.9918909879830675,0.9927457848768323
training (SD),2025-09-20 11:30:00,608.543962767733,4,0.5118731954712457,0.5118756232785199,0.8921613120661296,0.8921552872441552,0.9755564426124915,0.97640947349902
training (SD),2025-09-20 11:40:00,618.8681914946876,4,0.5033314162062523,0.5033362911766126,0.8958713006297501,0.8959039421584837,0.9600874443558123,0.960120585373711
training (SD),2025-09-20 11:50:00,615.6715406792389,4,0.5059466581207951,0.5059496820178712,0.9005250495447104,0.9005555979165281,0.9490449056246424,0.9490825743558619
training (SD),2025-09-20 12:00:00,605.0376899616155,4,0.5148438007212555,0.5148420096835219,0.9163586274157682,0.9163833288993236,0.9657307860458639,0.9657631920790954
training (SD),2025-09-20 12:10:00,604.9108249235048,4,0.5149480678520924,0.5149499850221806,0.9165459540807819,0.9165755175677268,0.9659288314547402,0.9659657369487206
training (SD),2025-09-20 12:20:00,618.3604144645341,4,0.6361069333617256,0.6361123109431562,0.9005817818365369,0.9006200572710285,0.9449155335996624,0.9449555908126547
training (SD),2025-09-20 12:30:00,616.0323030737135,4,0.6385127066299431,0.638516308768528,0.9039864197705979,0.9040236836777483,0.9484876440396267,0.9485267702196659
training (SD),2025-09-20 12:40:00,607.216152767733,4,0.6444324039616836,0.645389661842383,0.9171156241207334,0.9171491722523545,0.9505062304576525,0.9505142416537959
training (SD),2025-09-20 12:50:00,604.3759467454797,4,0.5469926415216714,0.5470033292691965,0.9214233050258711,0.921459225649355,0.9549686659709181,0.9549810909516876
training (SD),2025-09-20 13:00:00,614.7199214047288,4,0.5377852426784735,0.5377988307984854,0.9092390089591081,0.909698795593977,0.9388928662560154,0.9389114959037625
training (SD),2025-09-20 10:40:00,604.0949581525367,4,0.5549364681503447,0.5551185932074231,0.9039458429557724,0.903945041232943,0.9777821973512807,0.9777828148411054
training (SD),2025-09-20 10:50:00,612.4503652091677,4,0.5473660742013727,0.547545339806932,0.8916134175417536,0.891612892857548,0.9774062270489186,0.9775504028667433
training (SD),2025-09-20 11:00:00,619.265924778884,4,0.5413422088659655,0.5415191275913847,0.8818004296337528,0.8817999182674031,0.9666491128069223,0.9667916113095986
training (SD),2025-09-20 11:10:00,615.3740149504895,4,0.5447656579365957,0.5449439449605518,0.8873777158406814,0.8873768287075662,0.9721046571347115,0.9727692616515217
training (SD),2025-09-20 11:20:00,602.276466776993,4,0.5237371384352397,0.5237357936652207,0.9066755005600464,0.9066743795885396,0.9932448814082003,0.9939238193488509
training (SD),2025-09-20 11:30:00,612.0431684791679,4,0.5153802761603145,0.5153782601922298,0.8922069463475376,0.892206089339586,0.9773951261490085,0.9780632429088133
training (SD),2025-09-20 11:40:00,622.1841303888302,4,0.5069808146582971,0.5069781242028866,0.8973409631983724,0.8973404933371734,0.9621213822622734,0.9621218172003488
training (SD),2025-09-20 11:50:00,619.1396628282155,4,0.5094734811406689,0.5094710648845195,0.9017532436438018,0.9017529453036839,0.9516712054374403,0.9516718518059767
training (SD),2025-09-20 12:00:00,608.8694262030598,4,0.5180667365107222,0.5180646781698236,0.9169639398672884,0.9169634579803564,0.9677224376160793,0.9677243824257156
training (SD),2025-09-20 12:10:00,608.4839939780819,4,0.518394611642309,0.5183928360565808,0.9175442933237855,0.9175442904580066,0.968336009023334,0.9683373684131451
training (SD),2025-09-20 12:20:00,621.6245055771906,4,0.6379724919776496,0.6379708713892629,0.9028568586536437,0.902856375933045,0.9478673702196062,0.947867698528319
training (SD),2025-09-20 12:30:00,619.4168043254521,4,0.6402461956470876,0.6402447023242706,0.9060742491927032,0.9060743014677874,0.9512450715476456,0.9512460516661586
training (SD),2025-09-20 12:40:00,610.9065202503476,4,0.6474333978419289,0.6484190396336521,0.918695323861944,0.9186964448613181,0.9517430269138504,0.9517424059780921
training (SD),2025-09-20 12:50:00,607.9180784700974,4,0.5507751099617954,0.5507738778597117,0.9232118255523232,0.923212630407404,0.9564214330494857,0.9564210409303848
training (SD),2025-09-20 13:00:00,617.8862440615264,4,0.5418894379856836,0.5418884150893308,0.912099968220093,0.9120989717664784,0.9409923771656545,0.9409913993050055
training (SD),2025-09-20 10:40:00,587.5738932942093,4,0.15204657284877404,0.15207585551330458,0.7449266586921177,0.7449339461607007,0.9719997096707613,0.9720001372539242
training (SD),2025-09-20 10:50:00,609.4189105891188,4,0.3593227184041221,0.3593238869588835,0.8830226690981838,0.883262302247322,0.9371568731209885,0.9371581600195119
training (SD),2025-09-20 11:00:00,616.7580251168224,4,0.3550471097706263,0.35504811096321426,0.872515026669507,0.8727519190334703,0.9260047733785112,0.9260064428356902
training (SD),2025-09-20 11:10:00,613.7147349799733,4,0.3568074183887836,0.3568087244088675,0.8768414853661266,0.8770797233955365,0.930596670784562,0.9305983258613317
training (SD),2025-09-20 11:20:00,604.046704300178,4,0.36251782079346506,0.3625196035012386,0.8908756367939112,0.8911177665038729,0.9454917094101098,0.9454929575196852
training (SD),2025-09-20 11:30:00,602.7102805268136,4,0.3633218090817473,0.36332343882989143,0.8928509859975866,0.8930936925939045,0.9475878183177316,0.9475894528123713
training (SD),2025-09-20 11:40:00,619.3000354639519,4,0.5469732102677098,0.5469723756965358,0.9021336432382274,0.9021340136858623,0.9668887353836481,0.9668894233170641
training (SD),2025-09-20 11:50:00,617.1407177365522,4,0.5488872376110856,0.5488861809492037,0.9052901756768863,0.9052904963360213,0.9634845632507718,0.9634896826553965
training (SD),2025-09-20 12:00:00,608.8235974856761,4,0.5563863027118539,0.556384498014856,0.917657324651547,0.9176576416817289,0.976646821366565,0.9766518852773339
training (SD),2025-09-20 12:10:00,605.4200822022585,4,0.5595140657993221,0.5595123479129992,0.9220420617197471,0.9228164758536112,0.9821373137120861,0.9821423698447248
training (SD),2025-09-20 12:20:00,614.9989487093903,4,0.5507992831192113,0.5507977084798787,0.9095604329765256,0.9095607755127464,0.9668406575559836,0.9668450906030553
training (SD),2025-09-20 12:30:00,618.418173564753,4,0.573765872860723,0.5737683728169308,0.904531624955164,0.9045318275548149,0.9614949432193615,0.9614994185216232
training (SD),2025-09-20 12:40:00,609.5630795087894,4,0.5821007719416145,0.5821034788599763,0.917368638650995,0.9176719186772384,0.9440375379173138,0.9440405304006025
training (SD),2025-09-20 12:50:00,605.0561195761014,4,0.509816494594309,0.5098140293985337,0.9194521372939077,0.9194539216809774,0.9510692867263318,0.9510725274463144
training (SD),2025-09-20 13:00:00,613.3359318396751,4,0.5029337978824306,0.5029317252098737,0.9070392613961776,0.9070416277628784,0.9382299910454177,0.9382333938369755
training (SD),2025-09-20 10:40:00,585.9898727887183,4,0.14076909929229608,0.14079994609351967,0.7432996908487676,0.7433078623014778,0.9724217603492328,0.9724220489059904
training (SD),2025-09-20 10:50:00,607.9024361927014,4,0.3664822430497362,0.36648752843723564,0.8835434090592089,0.8835460985848768,0.9373687061402332,0.937369944269698
training (SD),2025-09-20 11:00:00,615.254805518469,4,0.362102724160136,0.36210795815482616,0.8729848382908167,0.8729876158637824,0.9261667355088079,0.9261682600840097
training (SD),2025-09-20 11:10:00,612.2130536131508,4,0.36390200928610406,0.36390707459827315,0.8773220862895285,0.8773250139773985,0.9307684106820794,0.9307698837395808
training (SD),2025-09-20 11:20:00,602.5505445594126,4,0.369737858703701,0.3697426935928528,0.8913919407705674,0.8913938103085446,0.945695821292789,0.945695722758043
training (SD),2025-09-20 11:30:00,601.2209062639074,4,0.3705556422017699,0.3705604030899149,0.893363062281591,0.893365184447757,0.9477869464393793,0.9477871890323756
training (SD),2025-09-20 11:40:00,617.756483464983,4,0.548440558565332,0.5484432138538184,0.9025147080834519,0.90252157145983,0.966886056998256,0.9668893919054062
training (SD),2025-09-20 11:50:00,615.6693408572542,4,0.5502998083530748,0.5503024573203849,0.9055745359197592,0.9055811540980777,0.9632637464311613,0.9632699537308756
training (SD),2025-09-20 12:00:00,607.3053997274144,4,0.557879351950504,0.5578813416159958,0.9180469199464933,0.9180530133382035,0.9765309322489228,0.9765363155790738
training (SD),2025-09-20 12:10:00,603.9726576546506,4,0.5609573748630959,0.5609597502082548,0.9222769692775074,0.923118861707004,0.9819190516327205,0.9819248768380391
training (SD),2025-09-20 12:20:00,613.5431498525812,4,0.5522065186991293,0.5522094921147349,0.9097731209906177,0.9097736072629744,0.9666016885812525,0.9666080985886356
training (SD),2025-09-20 12:30:00,617.0172435330442,4,0.5740030848660314,0.5740070902188381,0.9046506599713393,0.9046511592718187,0.9611592211284681,0.9611656460121685
training (SD),2025-09-20 12:40:00,608.1113098854028,4,0.58241000681546,0.5824135595208612,0.9166176887711046,0.917892462794407,0.9435829294044699,0.9435884273679191
training (SD),2025-09-20 12:50:00,603.5155513601469,4,0.5091847870837766,0.5091890579415813,0.9194031482637991,0.9194076252870983,0.950768362976655,0.9507738338576702
training (SD),2025-09-20 13:00:00,611.8310900784379,4,0.502264139456357,0.5022685509668532,0.906906515807219,0.9069117423057567,0.9378454272706834,0.9378516454367323
training (SD),2025-09-20 10:40:00,592.0544704745216,4,0.19961673914193062,0.19955063886502852,0.8289206578911401,0.8289069055736293,0.9841327911001898,0.984135752644505
training (SD),2025-09-20 10:50:00,609.5550337255229,4,0.5942904572901917,0.5942919970971037,0.9307289128818075,0.9307376970217861,0.9760370978114589,0.9760398005147962
training (SD),2025-09-20 11:00:00,617.1581572930573,4,0.6736036643827606,0.673609422620973,0.919262045388171,0.9192714081365225,0.9640110723812645,0.9640154091615408
training (SD),2025-09-20 11:10:00,613.8053377788285,4,0.6772826751547523,0.677288912970967,0.924282580775834,0.924292790204046,0.9578278712370707,0.9578311759567275
training (SD),2025-09-20 11:20:00,598.8722326972294,4,0.4239563106552741,0.42394598307099596,0.8943606028200165,0.8943681739671661,0.9817121468844148,0.9817150577265888
training (SD),2025-09-20 11:30:00,606.5651302509319,4,0.4185796149669232,0.41856919358308114,0.8830182561449864,0.8830251501194629,0.9692609006204517,0.9692642375436127
training (SD),2025-09-20 11:40:00,616.4991463166973,4,0.41183383540500734,0.4118245401337919,0.868789201218208,0.8687964426181302,0.9536415182049824,0.9536459085236018
training (SD),2025-09-20 11:50:00,613.2159103009902,4,0.4140386352298279,0.41402950112649606,0.8734400905651446,0.8734480893265822,0.9534364533154991,0.9534405871766575
training (SD),2025-09-20 12:00:00,603.9044051076615,4,0.42042295485105075,0.420413355619565,0.886907528822343,0.8869156453686972,0.9681380476046513,0.9681415347172587
training (SD),2025-09-20 12:10:00,601.9115925833194,4,0.42181516817242126,0.42180526268831514,0.8898444543041384,0.8898520510267774,0.9713432609389312,0.9713468635387889
training (SD),2025-09-20 12:20:00,616.9405049927681,4,0.6447365707433408,0.6447272429259544,0.8941597373690036,0.8941633242556473,0.9476810459879561,0.947684473384185
training (SD),2025-09-20 12:30:00,614.7947054405874,4,0.6469866970051303,0.6469775151174784,0.897280363000036,0.8972841957332067,0.9509884483189792,0.9509921481260145
training (SD),2025-09-20 12:40:00,606.1324432715843,4,0.5986049761747464,0.5986053782401738,0.910103726475904,0.9101073188473436,0.9509861334578146,0.9509885820575299
training (SD),2025-09-20 12:50:00,603.5549490570761,4,0.5476773690460092,0.547675879345552,0.9139902305182878,0.9139939514606217,0.9550465639583748,0.9550497989726526
training (SD),2025-09-20 13:00:00,612.6194166434889,4,0.539573479604033,0.5395723323124078,0.9114337380392403,0.9114394118733621,0.9409152808523449,0.9409186472151243
training (SD),2025-09-20 13:10:00,616.5811396228514,4,0.5361067022914181,0.536105414545092,0.9055776762331563,0.9055831340369623,0.9348698270096321,0.9348729562478932
training (SD),2025-09-20 13:20:00,607.7879250806631,4,0.5438640032936916,0.543861557325813,0.9163123785165369,0.9164693602313969,0.9483965988158221,0.9483982964771954
training (SD),2025-09-20 13:30:00,603.1226215648643,4,0.5480719340367832,0.5480684617674283,0.9207588681425918,0.9207688779967472,0.9557340445003745,0.9557343932322013
training (SD),2025-09-20 13:40:00,611.7561418001779,4,0.5403365482567375,0.5403337455436035,0.9077644050198479,0.9077743591075057,0.9517784882896994,0.9517852668906944
training (SD),2025-09-20 13:50:00,617.4331727121001,4,0.6241546832142114,0.6241403202136989,0.8994182616331504,0.8994277665927776,0.9411078679007487,0.9411591545742561
training (SD),2025-09-20 10:40:00,591.27043598409,4,0.16168560892219552,0.1616815675509729,0.8224118100854685,0.8224343205824525,0.984519840770885,0.9845435315488297
training (SD),2025-09-20 10:50:00,609.0350839730752,4,0.5936436365709367,0.5936384934901798,0.931294812973347,0.9313185534364707,0.9757970329353535,0.975803654315701
training (SD),2025-09-20 11:00:00,616.4550105001113,4,0.6724873940886779,0.6725003723206704,0.9200811579453428,0.9201087893465365,0.9640465052444915,0.9640584477774949
training (SD),2025-09-20 11:10:00,612.97273667668,4,0.6763113725625711,0.6763208202829674,0.9253123150118776,0.9253358909126221,0.9577523051488936,0.9577775375151434
training (SD),2025-09-20 11:20:00,598.0012222963952,4,0.4266606124606511,0.42666978007201656,0.8952662054277298,0.8952913574235812,0.9817382195271337,0.9817563851184256
training (SD),2025-09-20 11:30:00,605.5950351977526,4,0.4213086351288644,0.4213195868038828,0.8840363696329956,0.8840649195148608,0.9694233719021752,0.9694457255687352
training (SD),2025-09-20 11:40:00,615.337097694276,4,0.4146367085565878,0.41464922390680925,0.8700370611451544,0.8700683382439282,0.9540713866200283,0.9540973890538929
training (SD),2025-09-20 11:50:00,612.0207006869889,4,0.4168847480414773,0.41689611105244806,0.8747538407262465,0.874783035034165,0.9539358796327859,0.9539678142882679
training (SD),2025-09-20 12:00:00,602.8377322123944,4,0.4232383638626239,0.4232466489176308,0.8880851432320835,0.8881085198264782,0.9684738428373694,0.9684995131124892
training (SD),2025-09-20 12:10:00,600.91017775089,4,0.42459376612651134,0.42460430767703383,0.8909296140433998,0.8909573275236599,0.9715758685674589,0.9716061929900908
training (SD),2025-09-20 12:20:00,615.8523789218958,4,0.6429554741266585,0.6429696645699222,0.8951627406122564,0.895196566698104,0.9479975974107806,0.9480324670591008
training (SD),2025-09-20 12:30:00,613.704060681502,4,0.645206792208118,0.6452204293064006,0.8982969412040915,0.8983302710943888,0.9513167507153057,0.9513511275861419
training (SD),2025-09-20 12:40:00,605.0703136300417,4,0.6001191219785864,0.600130268863303,0.911119443978521,0.911148543871263,0.9499915455709447,0.9500124528147005
training (SD),2025-09-20 12:50:00,602.4526381502087,4,0.5490115217240503,0.5490208577760415,0.9150772850638907,0.9151075126776751,0.9541181210008188,0.9541402865161258
training (SD),2025-09-20 13:00:00,611.4199191421895,4,0.5409562458832886,0.5409687414677549,0.9091791170355548,0.909210508167796,0.940119348084242,0.9401465584953522
training (SD),2025-09-20 13:10:00,615.3317730307076,4,0.5375176758576008,0.5375296363091597,0.9033997672002494,0.9034303765091628,0.9341433715623316,0.934169756822146
