day,spans_pct,gpu_hours_pct,n_spans
80,0.24322148005385852,29.46462436243466,303016
81,0.34318083747708505,38.95451509635211,345299
82,0.362334365258749,39.26408227118945,373412
83,0.4928598817429362,55.10913080234258,409447
84,0.34108854079821094,39.471584809445844,407812
85,0.44322665066262634,42.318322178933116,406564
86,0.2919563863243881,26.968592189253194,394922
87,0.1738270112060022,23.228546451287617,436641
88,0.20799898640087847,45.710209496267986,568272
89,0.2449306993489656,41.80602000587648,536070
90,0.36762517116151694,50.381078619772644,470316
91,0.2339369641593314,39.35267409110779,471922
92,0.2956887341903022,41.22305927089996,435255
93,0.2289096977859641,22.879770674324035,375694
94,0.21925388068433455,24.239505749205698,365786
95,0.4573663744037812,55.231223037816456,392683
96,0.5034780102729857,53.406976659745084,353938
97,0.4134809117612614,59.64345314381825,418399
98,0.5523267928181489,51.83535327880136,311953
99,0.36267970648787246,46.23186420357301,344381
100,0.2566969501957584,24.698907050020907,278149
101,0.20415698368916013,19.835484336343956,322301
102,0.47401451591423627,59.9787587539278,480576
103,0.5629299308435374,51.84015014852786,489759
104,0.8862134781970341,56.77644888510923,340550
105,1.0327362215990386,61.228555105976255,349460
106,1.6538417056436105,74.67296198126061,371801
107,0.860637013993604,45.93374752466564,378673
108,7.305918353770761,68.04994078747396,360776
109,100.0,100.0,427938
110,100.0,100.0,388959
111,100.0,100.0,390743
112,100.0,100.0,403190
113,100.0,100.0,373703
114,100.0,100.0,314758
115,100.0,100.0,372885
116,100.0,100.0,454551
117,100.0,100.0,412756
118,100.0,100.0,364514
119,100.0,100.0,431062
120,100.0,100.0,403764
121,100.0,100.0,442615
122,100.0,100.0,377297
123,100.0,100.0,476082
124,100.0,100.0,299911
125,100.0,100.0,328013
126,100.0,100.0,313077
127,100.0,100.0,297656
128,100.0,100.0,253239
129,100.0,100.0,341832
130,100.0,100.0,459735
131,100.0,100.0,373921
132,100.0,100.0,420066
133,100.0,100.0,449736
134,100.0,100.0,344476
135,100.0,100.0,404459
136,100.0,100.0,506660
137,100.0,100.0,474739
138,100.0,100.0,517072
139,100.0,100.0,614848
140,100.0,100.0,482788
141,100.0,100.0,472171
142,100.0,100.0,652712
143,100.0,100.0,657556
144,100.0,100.0,628985
145,100.0,100.0,654461
146,100.0,100.0,652650
147,100.0,100.0,706732
148,99.9998574678305,99.99605024054145,701596
149,99.99986539890381,99.99966181745408,742936
150,99.99983956592958,99.99985559351215,623309
151,100.0,100.0,623750
152,100.0,100.0,467864
153,100.0,100.0,383176
154,100.0,100.0,499340
155,100.0,100.0,534839
156,100.0,100.0,530623
157,100.0,100.0,425604
158,100.0,100.0,644469
159,100.0,100.0,574561
160,100.0,100.0,444321
161,100.0,100.0,379059
162,100.0,100.0,406234
163,100.0,100.0,392859
164,100.0,100.0,457408
165,100.0,100.0,528728
166,100.0,100.0,471491
167,100.0,100.0,483971
168,100.0,100.0,468124
169,100.0,100.0,413781
170,100.0,100.0,358808
171,100.0,100.0,368685
172,100.0,100.0,484915
173,100.0,100.0,559063
174,100.0,100.0,556311
175,100.0,100.0,450614
176,100.0,100.0,605085
177,100.0,100.0,556376
178,100.0,100.0,562400
179,100.0,100.0,686280
180,100.0,100.0,598566
181,100.0,100.0,632197
182,100.0,100.0,640444
183,100.0,100.0,555973
184,100.0,100.0,414425
