model,training_fraction,offline_fraction,hours,coverage,n_windows,combined_mw,incremental_shift_mw,combined_actual_coverage,combined_linear_quantile_mw
power_curves,0.0,0.5,1,0.95,4439,2.5998709238631363,0.003060732340689424,0.950214012164902,2.6023606219563056
power_curves,0.0,0.5,1,0.99,4439,2.2229004316195695,0.0009513787763742123,0.9900878576255914,2.224219017748687
power_curves,0.0,0.5,4,0.5,4433,3.337873756890213,0.029956936389929106,0.500112790435371,3.337873756890213
power_curves,0.0,0.5,4,0.8,4433,2.8361504224105483,0.010633618877169524,0.8001353485224453,2.8361504224105483
power_curves,0.0,0.5,4,0.9,4433,2.6231133923660113,0.003535999999999999,0.9002932551319648,2.6231133923660113
power_curves,0.0,0.5,4,0.95,4433,2.4089782939221793,0.001740942750984984,0.9505977893074667,2.4089782939221793
power_curves,0.0,0.5,4,0.99,4433,2.0632534116772105,0.0004180954761554605,0.9907511842995714,2.066050167062359
power_curves,0.0,0.5,24,0.5,4393,2.923221804867916,0.01888027372543633,0.5001138174368314,2.923221804867916
power_curves,0.0,0.5,24,0.8,4393,2.5013840564933223,0.0027433541830523957,0.8044616435237878,2.5013840564933223
power_curves,0.0,0.5,24,0.9,4393,2.2625448174766913,0.0009838193281676024,0.9041657181880264,2.2625448174766913
power_curves,0.0,0.5,24,0.95,4393,2.1033515100772844,0.0006007256321011639,0.9501479626678807,2.1033515100772844
power_curves,0.0,0.5,24,0.99,4393,1.8085330406450728,0.000272,0.9945367630320965,1.8085330406450728
power_curves,0.0,0.75,1,0.5,4439,3.619516003106913,0.05653950602527543,0.5001126379815274,3.619516003106913
power_curves,0.0,0.75,1,0.8,4439,3.035171151391769,0.02235162824703412,0.8001802207704438,3.0354726447503633
power_curves,0.0,0.75,1,0.9,4439,2.8224126028024523,0.008643894667643802,0.9002027483667493,2.8225102176732193
power_curves,0.0,0.75,1,0.95,4439,2.6398038665736503,0.004591098511034136,0.950214012164902,2.640138715849106
power_curves,0.0,0.75,1,0.99,4439,2.2996447237524436,0.0014270681645613184,0.9900878576255914,2.300708563860094
power_curves,0.0,0.75,4,0.5,4433,3.3753872297246,0.04493540458489366,0.500112790435371,3.3753872297246
power_curves,0.0,0.75,4,0.8,4433,2.866584855642197,0.015950428315754286,0.8005865102639296,2.866584855642197
power_curves,0.0,0.75,4,0.9,4433,2.6568800076249315,0.005303999999999999,0.900518836002707,2.6568800076249315
power_curves,0.0,0.75,4,0.95,4433,2.4404500998096816,0.002611414126477476,0.9501466275659824,2.4418734858671693
power_curves,0.0,0.75,4,0.99,4433,2.1474034678718175,0.0006271432142331908,0.9900744416873449,2.1474034678718175
power_curves,0.0,0.75,24,0.5,4393,2.939595309343695,0.028320410588154495,0.5030730707944457,2.939595309343695
power_curves,0.0,0.75,24,0.8,4393,2.525566167521564,0.004115031274578593,0.8028681994081494,2.525566167521564
power_curves,0.0,0.75,24,0.9,4393,2.299147343826832,0.0014757289922514036,0.9014340997040746,2.299147343826832
power_curves,0.0,0.75,24,0.95,4393,2.1700334156028642,0.0009010884481517459,0.9503755975415433,2.1700334156028642
power_curves,0.0,0.75,24,0.99,4393,1.8943892126255237,0.000408,0.9945367630320965,1.8943892126255237
power_curves,0.0,1.0,1,0.5,4439,3.6628070748567607,0.07538600803370057,0.5001126379815274,3.6628070748567607
power_curves,0.0,1.0,1,0.8,4439,3.070078284572462,0.029802170996045495,0.8001802207704438,3.0705869664193663
power_curves,0.0,1.0,1,0.9,4439,2.8557512336020845,0.011525192890191736,0.9002027483667493,2.8560082736958567
power_curves,0.0,1.0,1,0.95,4439,2.6712684368819297,0.006121464681378848,0.950214012164902,2.6725262100541407
