train_weeks,origin_day,h,alpha,unit,K_mw,coverage,target,mean_shortfall_frac,worst_shortfall_frac,mean_train_mw,mean_test_mw,growth_ratio
4,63,4,0.95,abs,2.713968416734283,0.7354260089686099,0.95,0.051719206517267066,0.1452157525196524,3.603110807262528,3.1453557311223515,0.8729555929233392
4,63,4,0.95,norm,2.369173908405492,0.9805680119581465,0.95,0.011647959688630768,0.020815887532308154,3.603110807262528,3.1453557311223515,0.8729555929233392
4,63,24,0.9,abs,2.6864605429917177,0.4221879815100154,0.9,0.06295050355950296,0.13646323344091021,3.603110807262528,3.1453557311223515,0.8729555929233392
4,63,24,0.9,norm,2.3451607561724903,0.9445300462249615,0.9,0.008345203950052539,0.010789582472010607,3.603110807262528,3.1453557311223515,0.8729555929233392
4,63,24,0.95,abs,2.462829571751663,0.8505392912172574,0.95,0.038614935807527534,0.05805197509721759,3.603110807262528,3.1453557311223515,0.8729555929233392
4,63,24,0.95,norm,2.1499408490776064,1.0,0.95,0.0,0.0,3.603110807262528,3.1453557311223515,0.8729555929233392
4,70,1,0.9,abs,2.8392864767130295,0.7291666666666666,0.9,0.04314818128326205,0.16710176021958947,3.5310112631738386,3.169946447936282,0.8977446435803735
4,70,1,0.9,norm,2.548954226059313,0.9836309523809523,0.9,0.022453604049579728,0.0722325711032298,3.5310112631738386,3.169946447936282,0.8977446435803735
4,70,1,0.95,abs,2.6601234324406415,0.9404761904761905,0.95,0.03222103241699353,0.11100489554468253,3.5310112631738386,3.169946447936282,0.8977446435803735
4,70,1,0.95,norm,2.3881115627362237,0.9985119047619048,0.95,0.009746133477512386,0.009746133477512386,3.5310112631738386,3.169946447936282,0.8977446435803735
4,70,4,0.9,abs,2.713968416734283,0.7772795216741405,0.9,0.03747838480734806,0.1286425095793072,3.5310112631738386,3.169946447936282,0.8977446435803735
4,70,4,0.9,norm,2.4364506089695097,0.9880418535127056,0.9,0.019310074603463716,0.02939271578880593,3.5310112631738386,3.169946447936282,0.8977446435803735
4,70,4,0.95,abs,2.4589461950356775,0.9865470852017937,0.95,0.025524545314183897,0.03827228368764946,3.5310112631738386,3.169946447936282,0.8977446435803735
4,70,4,0.95,norm,2.20750577544562,1.0,0.95,0.0,0.0,3.5310112631738386,3.169946447936282,0.8977446435803735
4,70,24,0.9,abs,2.3370548325324254,1.0,0.9,0.0,0.0,3.5310112631738386,3.169946447936282,0.8977446435803735
4,70,24,0.9,norm,2.0980784576596117,1.0,0.9,0.0,0.0,3.5310112631738386,3.169946447936282,0.8977446435803735
4,70,24,0.95,abs,2.3198574507836445,1.0,0.95,0.0,0.0,3.5310112631738386,3.169946447936282,0.8977446435803735
4,70,24,0.95,norm,2.082639600311037,1.0,0.95,0.0,0.0,3.5310112631738386,3.169946447936282,0.8977446435803735
4,77,1,0.9,abs,2.7131261057503164,0.9315476190476191,0.9,0.034458634070064484,0.12837198990696785,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,77,1,0.9,norm,2.641583499389603,0.96875,0.9,0.03548506522493103,0.10476549038368296,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,77,1,0.95,abs,2.582633703977879,0.9791666666666666,0.95,0.02750462565528815,0.08433135328320596,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,77,1,0.95,norm,2.514532060613055,0.9925595238095238,0.95,0.02867235351582977,0.0595320911875559,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,77,4,0.9,abs,2.6109795503180036,0.9387144992526159,0.9,0.03370472069214451,0.09427222116749971,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,77,4,0.9,norm,2.542130453407849,0.9656203288490284,0.9,0.026200391181897084,0.06974218985637508,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,77,4,0.95,abs,2.4589461950356775,0.9865470852017937,0.95,0.025524545314183897,0.03827228368764946,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,77,4,0.95,norm,2.3941060759860098,0.9940209267563528,0.95,0.012225593340658241,0.012225593340658241,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,77,24,0.9,abs,2.3370548325324254,1.0,0.9,0.0,0.0,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,77,24,0.9,norm,2.275428875090601,1.0,0.9,0.0,0.0,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,77,24,0.95,abs,2.3198574507836445,1.0,0.95,0.0,0.0,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,77,24,0.95,norm,2.258684972267949,1.0,0.95,0.0,0.0,3.3913341518136044,3.3019078314716874,0.9736309321527359
4,84,1,0.9,abs,2.674005923818142,0.9910714285714286,0.9,0.02569332840129496,0.05828032459538645,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,84,1,0.9,norm,2.8853327478501702,0.8690476190476191,0.9,0.04125333602141785,0.1272535230176516,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,84,1,0.95,abs,2.564360565830062,0.9970238095238095,0.95,0.010464184546334422,0.018014851670078626,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,84,1,0.95,norm,2.7670221116489473,0.9360119047619048,0.95,0.020229603359785898,0.08993716385324113,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,84,4,0.9,abs,2.554305561727988,0.9940209267563528,0.9,0.01414927472322596,0.01414927472322596,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,84,4,0.9,norm,2.7561724600617676,0.890881913303438,0.9,0.027431670731482918,0.08635470853242583,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,84,4,0.95,abs,2.452339385141369,1.0,0.95,0.0,0.0,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,84,4,0.95,norm,2.646147891358361,0.9745889387144993,0.95,0.022750696424637288,0.0483661178456007,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,84,24,0.9,abs,2.364836708686606,1.0,0.9,0.0,0.0,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,84,24,0.9,norm,2.551729873937156,0.963020030816641,0.9,0.013154167951692802,0.013154167951692802,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,84,24,0.95,abs,2.3370548325324254,1.0,0.95,0.0,0.0,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,84,24,0.95,norm,2.521752394698847,0.963020030816641,0.95,0.0014229803442859616,0.0014229803442859616,3.3193381981259487,3.5816656645874096,1.0790300508124082
4,91,1,0.9,abs,2.6689781236841315,0.9985119047619048,0.9,0.008906496017758543,0.008906496017758543,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,91,1,0.9,norm,3.2279527958364307,0.8363095238095238,0.9,0.0728041071372665,0.18053111431308116,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,91,1,0.95,abs,2.566074052416958,1.0,0.95,0.0,0.0,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,91,1,0.95,norm,3.1034971168624446,0.8764880952380952,0.95,0.05329733033293002,0.14766897437034196,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,91,4,0.9,abs,2.555749780707493,1.0,0.9,0.0,0.0,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,91,4,0.9,norm,3.0910105919884447,0.8325859491778774,0.9,0.06273123215875867,0.1442258763169121,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,91,4,0.95,abs,2.476838267457391,1.0,0.95,0.0,0.0,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,91,4,0.95,norm,2.9955723275984236,0.8565022421524664,0.95,0.0412757961672379,0.11696110413239816,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,91,24,0.9,abs,2.3870654761626895,1.0,0.9,0.0,0.0,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,91,24,0.9,norm,2.8869980646330267,0.8443759630200308,0.9,0.04280315216491353,0.08375176517816864,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,91,24,0.95,abs,2.3370548325324254,1.0,0.95,0.0,0.0,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,91,24,0.95,norm,2.8265134935923855,0.8828967642526965,0.95,0.03412271779051709,0.06414496635142468,3.1453557311223515,3.8041000546537753,1.2094339654536834
4,98,1,0.9,abs,2.701678263559649,1.0,0.9,0.0,0.0,3.169946447936282,3.99541470663657,1.260404480724805
4,98,1,0.9,norm,3.405207388867392,0.9002976190476191,0.9,0.05007763280104857,0.15830131228858915,3.169946447936282,3.99541470663657,1.260404480724805
